,original position,computed position,offset
0,-0.4977302646810362 0.4443278609184298 0.11724711913775465,0.371422553620485 -0.4079890469838871 -0.03398264746246508,1.226678921056199
1,-0.3780772394156695 -0.3718552780709161 0.9425303128729765,-2.5273772866375706 -1.5547994125176916 5.178401503000857,4.895043642049117
2,-0.3450368296959414 0.8216408197064944 -0.4243103607504046,-1.7479423979010218 4.099267440472986 -2.09085556184803,3.9355245146942637
3,-0.12686780270204845 -0.2676748721769373 -0.02898299236916002,0.7202824210813189 1.505669572350424 0.18866549312610437,1.977317598118888
4,0.512613474655695 -0.17235549206399403 0.8023499761471131,-1.1582979160861682 0.36333349089868966 -1.9194746446995126,3.238400350300342
5,0.7762084997589942 0.8931872080179626 0.6363030078401679,-1.5442539395310921 -1.9711082096759602 -1.2177548921821144,4.126289479497717
6,0.8403012869575546 0.6020867659417655 0.833801447025625,-0.9704202171462825 -0.6969191437021592 -0.9845326811666486,2.8761897921490953
7,0.6151382512791523 -0.037300125163803655 0.00857015568308328,-2.585356385103737 0.10736566345393204 -0.09401200890149602,3.20540437517685
8,0.08614423355737344 -0.9156749334464602 0.7860901739314052,-0.11189047691050778 1.2297085801614034 -1.0233364530798201,2.8135232157470713
9,-0.173563804343845 0.7951196108575662 0.5177079521656238,-0.02047525289176232 1.1551584319671886 0.7799682274634233,0.4710037253472431
10,-0.2645921270088172 0.14706168674613762 0.34827298719654376,-1.2460018322957753 0.69833335202226 1.6385961653143666,1.7123081973043934
11,-0.3900813930121154 -0.3510283093689892 0.8425896939163429,-12.110902539289668 -11.601688621930947 27.44331210343935,31.16975198040856
12,-0.44256075179207244 -0.8579465773270412 0.9525292447626337,-1.8560048679742198 -5.788916562391193 5.623699824790483,6.937731895287624
13,-0.048536591349215064 0.0622760434647156 -0.968456464993446,-1.1885490777262961 2.315888071939315 -26.002964373389347,25.16157749147533
14,0.9148960725127981 -0.3406532262795261 0.8666245946034528,-1.5696431179192523 0.5950157747582676 -1.5455812032083236,3.5870807461350185
15,-0.12493961089274852 0.8220636377360309 0.6240310816508357,1.2777814940335699 -6.557461762318342 -7.647934070457003,11.1736488716059
16,0.09126475467595352 0.7590592291615956 -0.3727416620165367,0.5996580395752137 4.710528406300714 -2.3285399988365567,4.4382112978450134
17,0.5571112550039472 0.8973849623655932 -0.5148396373250446,2.147774229560372 3.271995912229073 -1.6760398521611928,3.085023792577903
18,0.4223026077875325 -0.29424786652082147 -0.052586643219004525,3.8458915346072127 -3.1314700112939327 -0.41865587590056813,4.461479275055454
19,0.8959876213106324 0.5987296292268078 -0.8265752484042328,0.4679393792601355 0.3220697585464709 -0.45414997141793084,0.6312420839152799
