,original position,computed position,offset
0,-0.4977302646810362 0.4443278609184298 0.11724711913775465,0.019803141006839615 -0.02175275719773185 -0.0018118532461885853,0.706574134462588
1,-0.3780772394156695 -0.3718552780709161 0.9425303128729765,-2.2552330344937035 -1.3873809089209115 4.620798880002791,4.252606946079492
2,-0.3450368296959414 0.8216408197064944 -0.4243103607504046,-1.6797489115014481 3.939340352037011 -2.009283806113074,3.743480671476256
3,-0.12686780270204845 -0.2676748721769373 -0.02898299236916002,0.6654874607506254 1.3911268567803055 0.17431290321269802,1.8495348768469124
4,0.512613474655695 -0.17235549206399403 0.8023499761471131,-1.0958125304507493 0.3437331506254552 -1.8159269202965134,3.115887611494706
5,0.7762084997589942 0.8931872080179626 0.6363030078401679,-1.4144422186541352 -1.8054146393487724 -1.1153890479942778,3.8922779396092237
6,0.8403012869575546 0.6020867659417655 0.833801447025625,-0.31011096148419487 -0.22270997853462865 -0.3146207910497174,1.8228032389618025
7,0.6151382512791523 -0.037300125163803655 0.00857015568308328,-2.4876174701919576 0.10330672461469355 -0.09045790247669061,3.1075182878994028
8,0.08614423355737344 -0.9156749334464602 0.7860901739314052,-0.15127346193084637 1.6625389329233582 -1.3835283596228896,3.3779873421928084
9,-0.173563804343845 0.7951196108575662 0.5177079521656238,-0.014387664444015137 0.8117131439927291 0.5480724068737561,0.16289379658243644
10,-0.2645921270088172 0.14706168674613762 0.34827298719654376,-0.5491680085131839 0.3077863340712693 0.7222016609759059,0.4966271213558196
11,-0.3900813930121154 -0.3510283093689892 0.8425896939163429,-10.572975351788502 -10.128424982436984 23.958368214077115,27.08556869758012
12,-0.44256075179207244 -0.8579465773270412 0.9525292447626337,-1.3160864739693139 -4.104900217754069 3.9877456146699917,4.529712302403012
13,-0.048536591349215064 0.0622760434647156 -0.968456464993446,-1.1604268847106787 2.2610919742584077 -25.38770969287957,24.543247945812116
14,0.9148960725127981 -0.3406532262795261 0.8666245946034528,-1.540628267674906 0.5840169092196339 -1.5170111374146327,3.544902530069295
15,-0.12493961089274852 0.8220636377360309 0.6240310816508357,1.1422647294304502 -5.862001696424863 -6.83682255728692,10.096874429897408
16,0.09126475467595352 0.7590592291615956 -0.3727416620165367,0.5728014689506635 4.4995604371021685 -2.2242528971825157,4.201347491906045
17,0.5571112550039472 0.8973849623655932 -0.5148396373250446,1.9670117628191077 2.996615919247722 -1.5349798217988129,2.726770259528272
18,0.4223026077875325 -0.29424786652082147 -0.052586643219004525,3.9072809509697892 -3.181455590611599 -0.42533860203754553,4.5409235313206775
19,0.8959876213106324 0.5987296292268078 -0.8265752484042328,0.4364039909957997 0.3003648212530493 -0.423543879446048,0.6802006735184016
