,original position,computed position,offset
0,-0.9450091404861356 -0.28149477824782454 0.6817057368145725,-2.7355517070152895 -0.7222767406518298 1.6950764461357775,2.1041035182337624
1,0.5812613831893376 0.3933166323329458 -0.05075408086126254,-1.8768565018337215 -1.71223095826497 0.19706750521801353,3.2460883739463675
2,0.1973895539656756 0.35119748659011174 -0.8389032481338454,-0.13297804098895932 -0.2286057958606303 0.5329083619707369,1.5255103040473017
3,-0.5313670715866474 -0.08907275504488776 0.9322330075190404,-0.6927633426326817 -0.15683832894340544 1.0961370214533817,0.23980295055972342
4,0.9320557867697403 0.27066143518541974 0.9954570581542073,0.8980482545969217 0.26391201396598896 1.0744364648412417,0.08625435416208604
5,-0.035782160304667965 0.3087503080545013 -0.47487788362363115,0.07016566492139932 -0.4977369500407193 0.7729899738807028,1.489570686114807
6,-0.557423006178962 -0.0753341992517127 0.14771752830516927,19.282615173496204 -0.35928437831684146 -1.2820439157070154,19.893515538032567
7,-0.5215548168590523 -0.21271217228731776 -0.3029499969218601,-0.4278870486152443 -0.2296222320924083 -0.21190433160003852,0.13171527665491425
8,-0.6819133376239435 0.7640804602376339 -0.02674123830869113,0.9046421517200487 -1.0563732990318542 0.027948385536447663,2.415409109315084
9,-0.9148890778682102 -0.2909690668743954 -0.9840060088460709,-1.3970264412687818 -0.21741585632792884 -1.5592328111208105,0.7541567383666145
10,-0.10533502604427758 -0.29650049109947174 0.884625896869089,-0.2741959789050395 -0.5877106713181475 1.7525216977552707,0.9308923201208101
11,0.8969754088827306 0.5653212772241771 0.944461869046135,0.44483375229836014 0.27714228639185323 0.4676852606856541,0.7174922596486452
12,0.6387662840102679 -0.07242045197179525 -0.5527702677668238,0.4384143672001729 -0.053828666791507065 -0.3647603622793305,0.2753802273350165
13,0.8563276462929132 0.9863602491364221 -0.2430799524288303,0.16211444481519968 0.2539214360537457 -0.08030764575633723,1.0222002777515669
14,0.19096699753412838 -0.9804442595565641 -0.42264849189279796,-0.1509763020482671 0.88756026090783 0.36416926089067686,2.05558952242415
15,0.8275965092979563 -0.24070755982610015 -0.9718188615291807,0.24927574132414226 -0.08240601890768245 -0.29979088302081625,0.9006308302656568
16,0.9685122892509723 0.5731579252684238 0.5017990501803438,0.27547536057862043 0.19634353158325557 0.16417308360007363,0.8580679256918937
17,0.5339409242665714 0.25245702495262057 -0.8976401715368085,0.08417139838128615 0.044483753982409564 -0.11350845782345302,0.9275818305164062
18,-0.6763482532459633 -0.6957004500860358 0.21440413107718514,-0.7336239543189848 -0.6519100842909078 0.29935064995090616,0.11141819034000089
19,-0.4291353054952629 -0.5708976236460417 -0.44097485206184817,-0.18025739908372143 -0.2061537865265168 -0.20448140621062125,0.5009066070107816
